year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,normalized_degree,canonical_degree
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),91.9,80.6,3314,3100,3366,3200,3000,3500,(biomedical engineering),(Chemical Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),85.3,80.3,3414,3250,3562,3450,3150,4000,(chemical engineering),(Chemical Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.3,91.9,3402,3300,3509,3420,3200,3800,(civil engineering),(Chemical Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),89.1,85.9,3884,3700,3942,3900,3467,4500,(computer engineering),Computing (Computer Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),91.9,87.6,3669,3400,3765,3500,3200,4200,(electrical engineering),(Chemical Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),85.2,74.1,3549,3400,3707,3740,3350,4026,(engineering science),(Engineering Science)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),79.3,65.5,3432,3300,3470,3350,3000,3832,(environmental engineering),(Environmental Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),80.3,78.9,3788,3450,3879,3500,3300,4250,(industrial and systems engineering),(Industrial And Systems Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),90.2,78.4,3381,3300,3501,3540,3200,3900,(materials science and engineering),(Materials Science And Engineering)
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),86.6,81,3470,3300,3560,3400,3150,3800,(mechanical engineering),(Chemical Engineering)
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,97.7,95.9,4844,4775,4898,4900,4200,5600,laws (l.l.b) (hons),Laws (Llb) (Hons)
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na,applied science,Applied Science
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),81,61.9,2905,2800,3058,3130,2800,3350,applied science (hons),Applied Science
2016,National University of Singapore,Faculty of Science,Bachelor of Science,84.3,59.4,2895,3000,2995,3000,2600,3225,science,Science
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),84.9,71.7,3331,3300,3386,3300,3000,3650,(hons),(Hons)
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na,(computational biology),Computing (Computational Biology)
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,99.1,97.2,3500,3500,3597,3600,3300,3950,(pharmacy)(hons),(Pharmacy) (Hons)
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,93.6,80.7,3232,3000,3282,3000,2837,3500,business administration,Business Administration
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.4,92.8,4126,3600,4207,3620,3258,4500,business administration (hons),Business Administration
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),88.6,86.4,2977,2900,3020,2963,2800,3100,business administration (accountancy),Business Administration (Accountancy)
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3435,3000,3465,3075,2900,3800,business administration (accountancy) (hons),Business Administration (Accountancy)
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,na,na,na,na,na,na,na,na,computing (communications and media),Computing (Communications And Media)
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.3,93.3,4320,4000,4385,4000,3500,5000,computing (computer science),Computing (Computer Engineering)
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na,computing (electronic commerce),Computing (Electronic Commerce)
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94,94,3875,3800,3969,4000,3365,4500,computing (information systems),Computing (Information Systems)
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,93.2,89.8,3926,4000,3960,4000,3500,4250,arts (architecture),Arts (Architecture)
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),90.6,65.6,3282,3000,3320,3000,2900,4000,arts (industrial design),Arts (Industrial Design)
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),87.8,84.7,3035,3000,3113,3000,2850,3276,(project and facilities management),(Project And Facilities Management)
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.6,92.4,3247,3000,3368,3200,2950,3735,(real estate),(Real Estate)
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,99.4,99.4,4460,4500,4887,5000,4500,5200,medicine and surgery,Medicine And Surgery (Mbbs)
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93.2,90.9,3166,3200,3363,3400,3200,3425,(nursing),(Nursing)
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),95.1,95.1,3308,3300,3529,3500,3400,3600,(nursing) (hons),(Nursing) (Hons)
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,85.7,14.3,3250,3250,3250,3250,2999,3500,music,Music
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,83.8,67.6,3347,3250,3399,3300,3000,3500,environmental studies,Environmental Studies
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.5,96,3390,3000,3455,3000,2900,3600,accountancy,Accountancy
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,100,100,3827,3500,3943,3600,3000,4583,accountancy cum laude and above,Accountancy Cum Laude And Above
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,92.4,84.6,3727,3400,3831,3500,3000,4000,business management,Business Management
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,96.1,92.1,4140,3550,4234,3660,3250,4583,business management cum laude and above,Business Management (4-Year Programme) Cum Laude And Above
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,93.4,84,3801,3500,3906,3700,3200,4300,economics,Economics
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,97,92.5,4315,4000,4425,4107,3800,4750,economics cum laude and above,Accountancy Cum Laude And Above
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,95.7,91.5,3837,3500,3897,3600,3200,4167,information systems management,Information Systems Management
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,97.5,95,4504,4167,4603,4167,3800,4750,information systems management cum laude and above,Information Systems Management Cum Laude And Above
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,91.5,80.4,3199,3100,3311,3145,3000,3500,social sciences,Social Sciences
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,94.9,87.2,3405,3300,3548,3400,3000,3668,social sciences cum laude and above,Social Sciences Cum Laude And Above
2016,Singapore Management University,School of Law (4-year programme) *,Law #,95.8,93.7,4810,4600,4915,4850,4200,5800,law,Law
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,96.7,96.7,4950,4950,5095,5300,4500,5800,law cum laude and above,Law Cum Laude And Above
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,na,na,na,na,na,na,na,na,arts in game design,Arts In Game Design
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,73.3,53.3,3045,3000,3052,3000,2700,3016,fine arts in digital arts & animation,Fine Arts In Digital Arts & Animation
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,85.7,85.7,3312,3400,3329,3400,3100,3500,in computer science & game design,In Computer Science & Game Design
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,92.9,3729,3680,3803,4000,3500,4200,in computer science in real-time interactive simulation,In Computer Science In Real-Time Interactive Simulation
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,91.1,58.9,2652,2600,2652,2600,2500,2700,arts with honours in communication design,Arts With Honours In Communication Design
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,97.4,76.3,2467,2500,2485,2515,2200,2800,arts with honours in interior design,Arts With Honours In Communication Design
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,85.9,71.8,3201,3100,3463,3300,3080,3650,with honours in chemical engineering,With Honours In Chemical Engineering
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,86.4,79.7,3239,3000,3440,3200,2800,3700,with honours in electrical power engineering,With Honours In Chemical Engineering
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,95.2,81,3812,3425,3956,3840,3200,4530,with honours in marine engineering,With Honours In Chemical Engineering
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,87,77.8,3162,3000,3344,3200,2900,3575,with honours in mechanical design & manufacturing engineering,With Honours In Mechanical Design & Manufacturing Engineering
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,90,90,3172,3250,3239,3300,3000,3500,with honours in naval architecture,With Honours In Naval Architecture
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,86.4,72.7,3172,3275,3286,3430,3000,3600,with honours in offshore engineering,With Honours In Chemical Engineering
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,86.7,62.2,2598,2600,2707,2600,2420,2800,with honours in food & human nutrition,With Honours In Food & Human Nutrition
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,78.6,67.9,2776,2900,3149,3130,2500,3700,in chemical engineering,In Chemical Engineering
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,90.9,86.4,2978,3000,3042,3000,2825,3350,in electrical engineering & information technology,In Electrical Engineering & Information Technology
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,86.2,69,2231,2250,2344,2300,2000,2500,professional studies in culinary arts management,Professional Studies In Culinary Arts Management
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),88.2,88.2,3406,3385,3628,3660,3400,3930,bachelor in science (diagnostic radiography),Bachelor In Science (Diagnostic Radiography)
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3297,3200,3301,3200,3100,3500,bachelor in science (occupational therapy),Bachelor In Science (Occupational Therapy)
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3310,3300,3344,3300,3240,3500,bachelor in science (physiotherapy),Bachelor In Science (Physiotherapy)
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na,bachelor in science (radiation therapy),Bachelor In Science (Occupational Therapy)
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.6,65.3,3042,3000,3277,3200,2800,3700,with honours in aeronautical engineering,With Honours In Chemical Engineering
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.2,64.4,3312,3225,3390,3275,2900,4009,with honours in aerospace systems,With Honours In Aerospace Systems
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,87,70.4,3187,3000,3273,3200,3000,3365,with honours in mechanical design engineering,With Honours In Mechanical Design & Manufacturing Engineering
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,88.7,80.3,3406,3200,3523,3300,3000,3800,with honours in mechatronics,With Honours In Mechatronics
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,89.8,81.6,3645,3600,3704,3600,3400,3900,with honours in computing science,With Honours In Computing Science
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,92.7,85.5,3378,3400,3600,3600,3400,3750,with honours in nursing practice,With Honours In Nursing Practice
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,92.6,81.5,4096,4200,4131,4200,3700,4600,arts with honours in criminology and security,Arts With Honours In Criminology And Security
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,98,92,2705,2700,2707,2700,2600,2850,in early childhood education,In Early Childhood Education
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),87,79.7,3620,3500,3690,3600,3300,3750,(engineering product development),(Engineering Product Development)
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),91.9,91.9,4197,4000,4232,4000,3500,4950,(information systems technology and design),(Information Systems Technology And Design)
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),100,93.5,3695,3600,3830,3650,3550,4200,(engineering systems and design),(Engineering Systems And Design)
2016,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na,(architecture and sustainable design),(Architecture And Sustainable Design)
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.1,94.5,3121,3000,3166,3000,2900,3100,accountancy (hons),Accountancy (Hons)
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),93,80.8,3530,3300,3643,3300,3000,3800,business (hons),Business (Hons)
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),80,75,3645,3492,3702,3500,3250,4210,(hons) (aerospace engineering),Aerospace Engineering
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (aerospace engineering) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),78.3,65.2,3326,3200,3486,3419,3000,3825,(hons) (bioengineering),(Hons) (Bioengineering)
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),82.3,75.3,3326,3200,3577,3500,3200,4000,(hons) (chemical and biomolecular engineering),Chemical And Biomolecular Engineering
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (chemical and biomolecular engineering) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),98.5,96.9,3373,3300,3442,3400,3190,3675,(hons) (civil engineering),(Hons) (Bioengineering)
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (civil engineering) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),95.1,87.8,3667,3600,3743,3600,3450,3925,(hons) (computer engineering),Computer Engineering
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),92.4,86.7,4078,3750,4160,3850,3500,4500,(hons) (computer science),(Hons) (Computer Science)
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,na,na,na,na,na,na,na,na,double degree in business (hons) and (hons) (computer engineering),Double Degree In Business (Hons) And (Hons) (Computer Engineering)
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),89.3,85,3532,3500,3657,3600,3200,4000,(hons) (electrical & electronic engineering),Electrical And Electronic Engineering
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),71.8,64.1,3538,3475,3588,3635,3200,3950,(hons) (environmental engineering),Environmental Engineering
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),86.9,78.7,3685,3677,3790,3700,3350,4200,(hons) (information engineering & media),Information Engineering And Media
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (information engineering & media) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),92.2,92.2,3279,3200,3333,3320,3000,3500,(hons) (maritime studies),(Hons) (Maritime Studies)
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),84.9,75.6,3288,3200,3434,3375,3200,3700,(hons) (materials engineering),Materials Engineering
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (materials engineering) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),82.7,74.9,3422,3300,3579,3450,3100,4000,(hons) (mechanical engineering),Mechanical Engineering
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na,double degree in (hons) (mechanical engineering) and arts (hons) in economics,Double Degree In (Hons) (Aerospace Engineering) And Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),88.5,54,2862,2800,2909,2800,2500,3200,fine arts (hons),Fine Arts (Hons)
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,84.6,67.7,3119,3300,3147,3300,2750,3500,arts (hons) in chinese,Arts (Hons) In Chinese
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),92.6,62.2,3134,3000,3184,3000,2775,3500,communication studies (hons),Communication Studies
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,84.7,75.5,3286,3200,3379,3240,3000,3720,arts (hons) in economics,Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,77.8,50.8,3042,3000,3149,3000,2800,3300,arts (hons) in english,Arts (Hons) In Economics
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,86,68.4,3206,3100,3265,3200,3000,3600,arts (hons) in history,Arts (Hons) In History
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,80,60,3042,3000,3117,3100,2600,3500,arts (hons) in linguistics and multilingual studies,Linguistics And Multilingual Studies
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,na,na,na,na,na,na,na,na,arts (hons) in philosophy,Arts (Hons) In History
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,78.9,59.2,3107,3107,3151,3200,2890,3500,arts (hons) in psychology,Arts (Hons) In Psychology
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,74.1,66.7,3353,3300,3479,3395,3160,3750,arts (hons) in public policy and global affairs,Public Policy And Global Affairs
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,77.6,62.1,3263,3200,3309,3228,2970,3500,arts (hons) in sociology,Arts (Hons) In Psychology
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,92,80,2722,2928,2792,2950,2500,3035,double degree in (hons) in biomedical sciences and medicine (chinese medicine),Double Degree In (Hons) In Biomedical Sciences And Medicine (Chinese Medicine)
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,80.4,62.6,3177,3100,3255,3200,3000,3500,(hons) in biological sciences,(Hons) In Biological Sciences
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,70.1,51.1,3035,3000,3173,3100,2800,3488,(hons) in chemistry & biological chemistry,Chemistry & Biological Chemistry
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,89.7,79.5,3517,3400,3580,3500,3100,3800,(hons) in mathematical sciences,(Hons) In Mathematical Sciences
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,89.8,83.1,3504,3290,3625,3400,3013,3775,(hons) in mathematics & economics,Mathematics & Economics
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,81.6,61.8,3367,3300,3490,3300,3000,3819,(hons) in physics/applied physics,(Hons) In Physics/Applied Physics
2017,Nanyang Technological University,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),81.1,48.6,3372,3285,3486,3450,2800,4000,(hons) (sport science & management),(Hons) (Sport Science & Management)
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),100,100,3489,3600,3589,3600,3500,3800,arts (hons) (education),Arts (Hons) (Education)
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),100,100,3610,3603,3701,3701,3500,3958,(hons) (education),Arts (Hons) (Education)
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,85.8,61.9,3005,3000,3107,3000,2700,3300,arts,Arts
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.2,66.7,3309,3300,3391,3360,3000,3600,arts (hons),Arts (Hons)
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.3,74.7,3365,3300,3443,3300,3000,3750,social sciences,Social Sciences
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4124,4050,4143,4050,4000,4400,dental surgery,Dental Surgery
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),90.6,81.3,3215,3200,3367,3300,3000,3700,(biomedical engineering),(Chemical Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),87.8,81.3,3550,3500,3727,3600,3300,4000,(chemical engineering),(Chemical Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.5,90.9,3361,3300,3427,3300,3135,3700,(civil engineering),(Chemical Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),89.4,86.5,3529,3500,3641,3600,3300,3900,(electrical engineering),(Chemical Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),76.5,64.7,3783,3600,3827,3675,3440,4200,(engineering science),(Engineering Science)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),86.3,71.2,3425,3100,3546,3350,3000,3800,(environmental engineering),(Environmental Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93.3,89.9,3905,3725,4035,3875,3450,4200,(industrial and systems engineering),(Industrial And Systems Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),94,86,3269,3200,3570,3388,3200,3950,(materials science and engineering),(Materials Science And Engineering)
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87.3,82.3,3537,3400,3657,3450,3100,4000,(mechanical engineering),(Chemical Engineering)
2017,National University of Singapore,Faculty of Law,Bachelor of Laws #,95.8,92.3,4958,5000,5121,5000,4500,5600,laws,Laws
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na,applied science,Applied Science
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),82.1,50,3186,3075,3187,3085,2800,3200,applied science (hons),Applied Science
2017,National University of Singapore,Faculty of Science,Bachelor of Science,76.9,54.5,3053,3000,3214,3082,2800,3400,science,Science
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),85.9,69.3,3340,3200,3435,3300,3000,3700,(hons),(Hons)
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na,(computational biology),Computing (Computational Biology)
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.1,94.5,3473,3500,3616,3600,3500,3800,(pharmacy),(Pharmacy)
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.9,87.3,3770,3400,4031,3500,3000,4333,business administration,Business Administration
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.2,93.6,4272,3725,4388,3800,3450,4782,business administration (hons),Business Administration
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),97.2,94.4,3396,3000,3473,3025,3000,3600,business administration (accountancy),Business Administration (Accountancy)
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,100,3689,3100,3744,3125,3000,4023,business administration (accountancy) (hons),Business Administration (Accountancy)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,na,na,na,na,na,na,na,na,computing (communications and media),Computing (Communications And Media)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na,computing (computational biology),Computing (Computational Biology)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),93.5,89.4,4510,4200,4628,4285,3656,5000,computing (computer science),Computing (Computer Engineering)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na,computing (electronic commerce),Computing (Electronic Commerce)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na,computing (information security),Computing (Information Systems)
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94.5,91.8,4061,4000,4192,4000,3550,4592,computing (information systems),Computing (Information Systems)
2017,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),97.6,97.6,4114,3810,4203,4000,3500,4766,(business analytics),(Business Analytics)
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,91.3,86.4,4037,4000,4079,4000,3780,4300,arts (architecture),Arts (Architecture)
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),93.3,60,3034,2890,3079,2920,2600,3200,arts (industrial design),Arts (Industrial Design)
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),90.8,81.7,3105,3000,3162,3000,2900,3300,(project and facilities management),(Project And Facilities Management)
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),93.8,88.7,3090,3000,3168,3000,2800,3300,(real estate),(Real Estate)
